"","Dataset","Subject","Activity","Measurement","Value"
"384","test","2","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.422987665106383
"385","test","2","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.380175306489362
"386","test","2","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",-0.0512479640553192
"387","test","2","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.343698985425532
"388","test","2","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.320838543553191
"389","test","2","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",0.103971241706383
"390","test","2","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.372576755361702
"391","test","2","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.27761534806383
"392","test","2","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.0226614158361702
"393","test","2","WALKING_DOWNSTAIRS","tBodyAcc-mean-Z",-0.116812942382979
"394","test","2","WALKING_DOWNSTAIRS","tBodyAcc-std-X",0.0463666814446808
"395","test","2","WALKING_DOWNSTAIRS","tBodyAcc-std-Y",0.262881788951064
"396","test","2","WALKING_DOWNSTAIRS","tBodyAcc-std-Z",-0.10283790806383
"397","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-X",0.110040615569574
"398","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Y",-0.00327959081489362
"399","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Z",-0.0209351677765957
"400","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-std-X",0.147249143238298
"401","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Y",0.126828014557447
"402","test","2","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Z",-0.340122023191489
"403","test","2","WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean",0.00565516335106383
"404","test","2","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std",0.22961718512766
"405","test","2","WALKING_DOWNSTAIRS","tBodyAccMag-mean",0.0899511204978723
"406","test","2","WALKING_DOWNSTAIRS","tBodyAccMag-std",0.215586334889362
"407","test","2","WALKING_DOWNSTAIRS","tBodyGyro-mean-X",-0.11594735287234
"408","test","2","WALKING_DOWNSTAIRS","tBodyGyro-mean-Y",-0.00482329231914894
"409","test","2","WALKING_DOWNSTAIRS","tBodyGyro-mean-Z",0.097173808906383
"410","test","2","WALKING_DOWNSTAIRS","tBodyGyro-std-X",-0.320789230008511
"411","test","2","WALKING_DOWNSTAIRS","tBodyGyro-std-Y",-0.415739144893617
"412","test","2","WALKING_DOWNSTAIRS","tBodyGyro-std-Z",-0.279418388042553
"413","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-X",-0.0581038498510638
"414","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Y",-0.0421470257531915
"415","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Z",-0.0710229816893617
"416","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-X",-0.243940592553192
"417","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Y",-0.469396701106383
"418","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Z",-0.218266318606383
"419","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean",-0.410872671489362
"420","test","2","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std",-0.343187875404255
"421","test","2","WALKING_DOWNSTAIRS","tBodyGyroMag-mean",-0.162188586930426
"422","test","2","WALKING_DOWNSTAIRS","tBodyGyroMag-std",-0.274844110531915
"423","test","2","WALKING_DOWNSTAIRS","tGravityAcc-mean-X",0.861831345531915
"424","test","2","WALKING_DOWNSTAIRS","tGravityAcc-mean-Y",-0.325780100638298
"425","test","2","WALKING_DOWNSTAIRS","tGravityAcc-mean-Z",-0.0438890162723404
"426","test","2","WALKING_DOWNSTAIRS","tGravityAcc-std-X",-0.940361759574468
"427","test","2","WALKING_DOWNSTAIRS","tGravityAcc-std-Y",-0.940068525531915
"428","test","2","WALKING_DOWNSTAIRS","tGravityAcc-std-Z",-0.931438313191489
"429","test","2","WALKING_DOWNSTAIRS","tGravityAccMag-mean",0.0899511204978723
"430","test","2","WALKING_DOWNSTAIRS","tGravityAccMag-std",0.215586334889362
"431","test","2","WALKING_UPSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.00775466904166667
"432","test","2","WALKING_UPSTAIRS","a(tBodyAccMean,gravity)",0.0946511080666667
"433","test","2","WALKING_UPSTAIRS","a(tBodyGyroJerkMean,gravityMean)",-0.081031303125
"434","test","2","WALKING_UPSTAIRS","a(tBodyGyroMean,gravityMean)",0.01538156125
"435","test","2","WALKING_UPSTAIRS","a(X,gravityMean)",-0.477698945416667
"436","test","2","WALKING_UPSTAIRS","a(Y,gravityMean)",0.373749042708333
"437","test","2","WALKING_UPSTAIRS","a(Z,gravityMean)",0.165147457953125
"438","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-X",-0.266720933270833
"439","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-X.1",-0.281748011416667
"440","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-Y",0.00992445881854167
"441","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-Y.1",-0.0618894458958333
"442","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-Z",-0.281001986202083
"443","test","2","WALKING_UPSTAIRS","fBodyAcc-mean-Z.1",-0.236589092316958
"444","test","2","WALKING_UPSTAIRS","fBodyAcc-std-X",-0.320582414375
"445","test","2","WALKING_UPSTAIRS","fBodyAcc-std-Y",0.0848802791083333
"446","test","2","WALKING_UPSTAIRS","fBodyAcc-std-Z",-0.09454497643125
"447","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-X",-0.258639439729167
"448","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-X.1",-0.0491142923541667
"449","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y",-0.1878421317125
"450","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y.1",-0.287688885375
"451","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z",-0.522728063333333
"452","test","2","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z.1",-0.374218484791667
"453","test","2","WALKING_UPSTAIRS","fBodyAccJerk-std-X",-0.365415441458333
"454","test","2","WALKING_UPSTAIRS","fBodyAccJerk-std-Y",-0.243554146666667
"455","test","2","WALKING_UPSTAIRS","fBodyAccJerk-std-Z",-0.625090981458333
"456","test","2","WALKING_UPSTAIRS","fBodyAccJerkMag-mean",-0.189511136902083
"457","test","2","WALKING_UPSTAIRS","fBodyAccJerkMag-mean.1",-0.0119168233583333
"458","test","2","WALKING_UPSTAIRS","fBodyAccJerkMag-std",-0.2604238389625
"459","test","2","WALKING_UPSTAIRS","fBodyAccMag-mean",-0.14531853915625
"460","test","2","WALKING_UPSTAIRS","fBodyAccMag-mean.1",0.107680395229167
"461","test","2","WALKING_UPSTAIRS","fBodyAccMag-std",-0.36672824375
"462","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-X",-0.331643577458333
"463","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-X.1",-0.115324433733333
"464","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-Y",-0.488086123958333
"465","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-Y.1",-0.130357850675
"466","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-Z",-0.248601122
"467","test","2","WALKING_UPSTAIRS","fBodyGyro-mean-Z.1",-0.0773418117291667
"468","test","2","WALKING_UPSTAIRS","fBodyGyro-std-X",-0.476358845625
"469","test","2","WALKING_UPSTAIRS","fBodyGyro-std-Y",-0.459758488958333
"470","test","2","WALKING_UPSTAIRS","fBodyGyro-std-Z",-0.218072471479167
"471","test","2","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean",-0.60079849625
"472","test","2","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean.1",0.0467433991041667
"473","test","2","WALKING_UPSTAIRS","fBodyGyroJerkMag-std",-0.621820202916667
"474","test","2","WALKING_UPSTAIRS","fBodyGyroMag-mean",-0.450612184791667
"475","test","2","WALKING_UPSTAIRS","fBodyGyroMag-mean.1",-0.022752769044375
"476","test","2","WALKING_UPSTAIRS","fBodyGyroMag-std",-0.438620401875
"477","test","2","WALKING_UPSTAIRS","tBodyAcc-mean-X",0.247164790395833
"478","test","2","WALKING_UPSTAIRS","tBodyAcc-mean-Y",-0.0214121132045833
"479","test","2","WALKING_UPSTAIRS","tBodyAcc-mean-Z",-0.152513899520833
"480","test","2","WALKING_UPSTAIRS","tBodyAcc-std-X",-0.304376406458333
"481","test","2","WALKING_UPSTAIRS","tBodyAcc-std-Y",0.108027279889583
"482","test","2","WALKING_UPSTAIRS","tBodyAcc-std-Z",-0.112121021220833
"483","test","2","WALKING_UPSTAIRS","tBodyAccJerk-mean-X",0.0744507839572917
"484","test","2","WALKING_UPSTAIRS","tBodyAccJerk-mean-Y",-0.00970985514333333
"485","test","2","WALKING_UPSTAIRS","tBodyAccJerk-mean-Z",0.01948143925
"486","test","2","WALKING_UPSTAIRS","tBodyAccJerk-std-X",-0.276121886479167
"487","test","2","WALKING_UPSTAIRS","tBodyAccJerk-std-Y",-0.185648954220833
"488","test","2","WALKING_UPSTAIRS","tBodyAccJerk-std-Z",-0.5737463525
"489","test","2","WALKING_UPSTAIRS","tBodyAccJerkMag-mean",-0.321268911041667
"490","test","2","WALKING_UPSTAIRS","tBodyAccJerkMag-std",-0.21738939458125
"491","test","2","WALKING_UPSTAIRS","tBodyAccMag-mean",-0.107322679520833
"492","test","2","WALKING_UPSTAIRS","tBodyAccMag-std",-0.205977045295833
"493","test","2","WALKING_UPSTAIRS","tBodyGyro-mean-X",-0.0576912634583333
"494","test","2","WALKING_UPSTAIRS","tBodyGyro-mean-Y",-0.0320883097395833
"495","test","2","WALKING_UPSTAIRS","tBodyGyro-mean-Z",0.0688374021666667
"496","test","2","WALKING_UPSTAIRS","tBodyGyro-std-X",-0.439253058958333
"497","test","2","WALKING_UPSTAIRS","tBodyGyro-std-Y",-0.466298336666667
"498","test","2","WALKING_UPSTAIRS","tBodyGyro-std-Z",-0.163995791679167
"499","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-mean-X",-0.0828858001333333
"500","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Y",-0.0424053708458333
"501","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Z",-0.0445157481625
"502","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-std-X",-0.464854363125
"503","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-std-Y",-0.645491337708333
"504","test","2","WALKING_UPSTAIRS","tBodyGyroJerk-std-Z",-0.467595961041667
"505","test","2","WALKING_UPSTAIRS","tBodyGyroJerkMag-mean",-0.572816438541667
"506","test","2","WALKING_UPSTAIRS","tBodyGyroJerkMag-std",-0.597291719166667
"507","test","2","WALKING_UPSTAIRS","tBodyGyroMag-mean",-0.219713472958333
"508","test","2","WALKING_UPSTAIRS","tBodyGyroMag-std",-0.377532167604167
"509","test","2","WALKING_UPSTAIRS","tGravityAcc-mean-X",0.790717418541667
"510","test","2","WALKING_UPSTAIRS","tGravityAcc-mean-Y",-0.416214890416667
"511","test","2","WALKING_UPSTAIRS","tGravityAcc-mean-Z",-0.195888238891667
"512","test","2","WALKING_UPSTAIRS","tGravityAcc-std-X",-0.934407739791667
"513","test","2","WALKING_UPSTAIRS","tGravityAcc-std-Y",-0.92376745375
"514","test","2","WALKING_UPSTAIRS","tGravityAcc-std-Z",-0.878004056875
"515","test","2","WALKING_UPSTAIRS","tGravityAccMag-mean",-0.107322679520833
"516","test","2","WALKING_UPSTAIRS","tGravityAccMag-std",-0.205977045295833
"517","test","4","LAYING","a(tBodyAccJerkMean),gravityMean)",-0.0155037568068519
"518","test","4","LAYING","a(tBodyAccMean,gravity)",-0.00235775253703703
"519","test","4","LAYING","a(tBodyGyroJerkMean,gravityMean)",0.036656730987037
"520","test","4","LAYING","a(tBodyGyroMean,gravityMean)",0.0071296052962963
"521","test","4","LAYING","a(X,gravityMean)",0.553489757592593
"522","test","4","LAYING","a(Y,gravityMean)",-0.763217167407407
"523","test","4","LAYING","a(Z,gravityMean)",-0.229790432925926
"524","test","4","LAYING","fBodyAcc-mean-X",-0.958802077592593
"525","test","4","LAYING","fBodyAcc-mean-X.1",-0.274194618766667
"526","test","4","LAYING","fBodyAcc-mean-Y",-0.938883374444444
"527","test","4","LAYING","fBodyAcc-mean-Y.1",0.366231448994444
"528","test","4","LAYING","fBodyAcc-mean-Z",-0.967504278888889
"529","test","4","LAYING","fBodyAcc-mean-Z.1",0.201329591976111
"530","test","4","LAYING","fBodyAcc-std-X",-0.952464881481481
"531","test","4","LAYING","fBodyAcc-std-Y",-0.946380971111111
"532","test","4","LAYING","fBodyAcc-std-Z",-0.962154454259259
"533","test","4","LAYING","fBodyAccJerk-mean-X",-0.978542457407407
"534","test","4","LAYING","fBodyAccJerk-mean-X.1",0.182436483157407
"535","test","4","LAYING","fBodyAccJerk-mean-Y",-0.943969987222222
"536","test","4","LAYING","fBodyAccJerk-mean-Y.1",0.0987428836296296
"537","test","4","LAYING","fBodyAccJerk-mean-Z",-0.975383329444444
"538","test","4","LAYING","fBodyAccJerk-mean-Z.1",0.0770211165
"539","test","4","LAYING","fBodyAccJerk-std-X",-0.980079292592593
"540","test","4","LAYING","fBodyAccJerk-std-Y",-0.944366881666667
"541","test","4","LAYING","fBodyAccJerk-std-Z",-0.980261236296296
"542","test","4","LAYING","fBodyAccJerkMag-mean",-0.96228712537037
"543","test","4","LAYING","fBodyAccJerkMag-mean.1",0.274027349574074
"544","test","4","LAYING","fBodyAccJerkMag-std",-0.958037119259259
"545","test","4","LAYING","fBodyAccMag-mean",-0.939389701296296
"546","test","4","LAYING","fBodyAccMag-mean.1",0.241697899814815
"547","test","4","LAYING","fBodyAccMag-std",-0.937187975962963
"548","test","4","LAYING","fBodyGyro-mean-X",-0.967203736481482
"549","test","4","LAYING","fBodyGyro-mean-X.1",-0.0660921823944444
"550","test","4","LAYING","fBodyGyro-mean-Y",-0.972187839074074
"551","test","4","LAYING","fBodyGyro-mean-Y.1",-0.526889995562963
"552","test","4","LAYING","fBodyGyro-mean-Z",-0.961479262592593
"553","test","4","LAYING","fBodyGyro-mean-Z.1",0.152886311603704
"554","test","4","LAYING","fBodyGyro-std-X",-0.975094739444444
"555","test","4","LAYING","fBodyGyro-std-Y",-0.956182500185185
"556","test","4","LAYING","fBodyGyro-std-Z",-0.965807466666667
"557","test","4","LAYING","fBodyGyroJerkMag-mean",-0.983609073333333
"558","test","4","LAYING","fBodyGyroJerkMag-mean.1",0.202949381537037
"559","test","4","LAYING","fBodyGyroJerkMag-std",-0.982543631666667
"560","test","4","LAYING","fBodyGyroMag-mean",-0.961556660185185
"561","test","4","LAYING","fBodyGyroMag-mean.1",-0.259851969798148
"562","test","4","LAYING","fBodyGyroMag-std",-0.947100325185185
"563","test","4","LAYING","tBodyAcc-mean-X",0.263559214981481
"564","test","4","LAYING","tBodyAcc-mean-Y",-0.0150031841055556
"565","test","4","LAYING","tBodyAcc-mean-Z",-0.110688150314815
"566","test","4","LAYING","tBodyAcc-std-X",-0.954193738888889
"567","test","4","LAYING","tBodyAcc-std-Y",-0.941714042407407
"568","test","4","LAYING","tBodyAcc-std-Z",-0.962667314814815
"569","test","4","LAYING","tBodyAccJerk-mean-X",0.0934494217777778
"570","test","4","LAYING","tBodyAccJerk-mean-Y",0.00693313213968519
"571","test","4","LAYING","tBodyAccJerk-mean-Z",-0.00641054328740741
"572","test","4","LAYING","tBodyAccJerk-std-X",-0.978302781111111
"573","test","4","LAYING","tBodyAccJerk-std-Y",-0.942209488333333
"574","test","4","LAYING","tBodyAccJerk-std-Z",-0.978511984259259
"575","test","4","LAYING","tBodyAccJerkMag-mean",-0.970095771666667
"576","test","4","LAYING","tBodyAccJerkMag-std",-0.960786430740741
"577","test","4","LAYING","tBodyAccMag-mean",-0.954557603148148
"578","test","4","LAYING","tBodyAccMag-std",-0.931292216611111
"579","test","4","LAYING","tBodyGyro-mean-X",-0.00923156347222222
"580","test","4","LAYING","tBodyGyro-mean-Y",-0.0930128180759259
"581","test","4","LAYING","tBodyGyro-mean-Z",0.169720404092593
"582","test","4","LAYING","tBodyGyro-std-X",-0.973102422222222
"583","test","4","LAYING","tBodyGyro-std-Y",-0.961109291851852
"584","test","4","LAYING","tBodyGyro-std-Z",-0.962073755
"585","test","4","LAYING","tBodyGyroJerk-mean-X",-0.105019877685185
"586","test","4","LAYING","tBodyGyroJerk-mean-Y",-0.0381230432222222
"587","test","4","LAYING","tBodyGyroJerk-mean-Z",-0.0712156288333333
"588","test","4","LAYING","tBodyGyroJerk-std-X",-0.975103204259259
"589","test","4","LAYING","tBodyGyroJerk-std-Y",-0.986855629814815
"590","test","4","LAYING","tBodyGyroJerk-std-Z",-0.983965359814815
"591","test","4","LAYING","tBodyGyroJerkMag-mean",-0.985068502037037
"592","test","4","LAYING","tBodyGyroJerkMag-std",-0.982698213703704
"593","test","4","LAYING","tBodyGyroMag-mean",-0.930236462592593
"594","test","4","LAYING","tBodyGyroMag-std",-0.947031781666667
"595","test","4","LAYING","tGravityAcc-mean-X",-0.420664662222222
"596","test","4","LAYING","tGravityAcc-mean-Y",0.915165104259259
"597","test","4","LAYING","tGravityAcc-mean-Z",0.341531310555556
"598","test","4","LAYING","tGravityAcc-std-X",-0.921199965925926
"599","test","4","LAYING","tGravityAcc-std-Y",-0.969816635740741
"600","test","4","LAYING","tGravityAcc-std-Z",-0.976176608888889
"601","test","4","LAYING","tGravityAccMag-mean",-0.954557603148148
"602","test","4","LAYING","tGravityAccMag-std",-0.931292216611111
"603","test","4","SITTING","a(tBodyAccJerkMean),gravityMean)",-0.0075990574098
"604","test","4","SITTING","a(tBodyAccMean,gravity)",-0.010753474716
"605","test","4","SITTING","a(tBodyGyroJerkMean,gravityMean)",-0.0595747229
"606","test","4","SITTING","a(tBodyGyroMean,gravityMean)",-0.032687279624
"607","test","4","SITTING","a(X,gravityMean)",-0.7102762428
"608","test","4","SITTING","a(Y,gravityMean)",-0.07099878796
"609","test","4","SITTING","a(Z,gravityMean)",-0.0563298907436
"610","test","4","SITTING","fBodyAcc-mean-X",-0.9774624984
"611","test","4","SITTING","fBodyAcc-mean-X.1",0.037381761194
"612","test","4","SITTING","fBodyAcc-mean-Y",-0.9057829318
"613","test","4","SITTING","fBodyAcc-mean-Y.1",0.07878600934
"614","test","4","SITTING","fBodyAcc-mean-Z",-0.9517837432
"615","test","4","SITTING","fBodyAcc-mean-Z.1",0.01209426602
"616","test","4","SITTING","fBodyAcc-std-X",-0.9819081892
"617","test","4","SITTING","fBodyAcc-std-Y",-0.8894673494
"618","test","4","SITTING","fBodyAcc-std-Z",-0.9269993168
"619","test","4","SITTING","fBodyAccJerk-mean-X",-0.9768457126
"620","test","4","SITTING","fBodyAccJerk-mean-X.1",0.2130199199042
"621","test","4","SITTING","fBodyAccJerk-mean-Y",-0.9442983908
"622","test","4","SITTING","fBodyAccJerk-mean-Y.1",-0.075289966262
"623","test","4","SITTING","fBodyAccJerk-mean-Z",-0.9751549056
"624","test","4","SITTING","fBodyAccJerk-mean-Z.1",0.012245576986
"625","test","4","SITTING","fBodyAccJerk-std-X",-0.9787769122
"626","test","4","SITTING","fBodyAccJerk-std-Y",-0.949293158
"627","test","4","SITTING","fBodyAccJerk-std-Z",-0.9816994482
"628","test","4","SITTING","fBodyAccJerkMag-mean",-0.9625007338
"629","test","4","SITTING","fBodyAccJerkMag-mean.1",0.22719801466
"630","test","4","SITTING","fBodyAccJerkMag-std",-0.9615845194
"631","test","4","SITTING","fBodyAccMag-mean",-0.929002095
"632","test","4","SITTING","fBodyAccMag-mean.1",0.028092110644
"633","test","4","SITTING","fBodyAccMag-std",-0.9198157096
"634","test","4","SITTING","fBodyGyro-mean-X",-0.9605896358
"635","test","4","SITTING","fBodyGyro-mean-X.1",0.1090926580982
"636","test","4","SITTING","fBodyGyro-mean-Y",-0.9675836478
"637","test","4","SITTING","fBodyGyro-mean-Y.1",-0.394745539548
"638","test","4","SITTING","fBodyGyro-mean-Z",-0.9337768922
"639","test","4","SITTING","fBodyGyro-mean-Z.1",-0.1457260342
"640","test","4","SITTING","fBodyGyro-std-X",-0.973333107
"641","test","4","SITTING","fBodyGyro-std-Y",-0.954120419
"642","test","4","SITTING","fBodyGyro-std-Z",-0.9328683544
"643","test","4","SITTING","fBodyGyroJerkMag-mean",-0.9765477634
"644","test","4","SITTING","fBodyGyroJerkMag-mean.1",0.08593420296
"645","test","4","SITTING","fBodyGyroJerkMag-std",-0.9762617538
"646","test","4","SITTING","fBodyGyroMag-mean",-0.9487697524
